,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
NBFCIN437TWL1979,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,59950,34771,30,1068320,Y,M
NBFCIN327TWL4543,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,49980,33868,61,47722,Y,M
NBFCIN114TWL1183,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,69120,39648,27,575152,N,M
PVTN495TWL9550,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,63440,39894,31,598500,Y,M
PVTN85TWL6881,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,103400,58862,37,935159,Y,F
PVTN289TWL6792,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,98580,65769,21,1231416,Y,M
PVTN270TWL2829,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,93450,60146,48,1014253,N,M
PVTN417TWL5986,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,90200,59335,38,1086030,Y,M
PVTN97TWL4572,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,98700,62942,46,503288,Y,F
PVTN12TWL7382,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,114330,82273,40,796110,N,M
PVTN50TWL9284,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,138430,84658,43,1182609,N,M
PVTN226TWL9686,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,166400,120960,45,2448,N,M
PVTN102TWL5847,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,71690,22773,52,6413045,N,M
PVTN107TWL836,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,48760,17654,51,564720,Y,M
PVTN109TWL8525,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,180250,69825,55,2498912,Y,F
PVTN123TWL5785,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,79040,31418,37,919930,N,M
PVTN189TWL7787,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,60480,19801,36,398216,Y,M
PVTN222TWL3872,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,35360,10645,27,299627,N,M
PVTN22TWL1639,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,45320,15100,55,452726,N,F
PVTN255TWL5227,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,64800,17748,31,789690,N,M
PVTN280TWL7308,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,40170,15022,35,645716,N,M
PVTN416TWL3427,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,18700,5188,32,766152,N,M
PSUN494TWL5844,Q4,FY19,Retail,PSU Bank,Two-Wheeler Loan,43870,12546,48,355264,N,M
NBFCIN000COML294,Q1,FY19,Commercial,NBFC,Commercial Loan,16547550,3185790,52,12410662,N,M
NBFCIN000COML395,Q1,FY21,Commercial,NBFC,Commercial Loan,15356000,2987440,58,10993500,N,M
NBFCIN000COML459,Q1,FY20,Commercial,NBFC,Commercial Loan,380168880,97810440,51,201157320,Y,F
NBFCIN000COML738,Q1,FY19,Commercial,NBFC,Commercial Loan,18622280,4481530,63,9572200,N,M
PVT00COM105,Q1,FY19,Commercial,PVT Bank,Commercial Loan,12650400,4096320,31,6445680,N,M
PVT00COM109,Q1,FY20,Commercial,PVT Bank,Commercial Loan,12116920,3146870,41,9352380,Y,F
PVT00COM115,Q1,FY19,Commercial,PVT Bank,Commercial Loan,6690880,3572800,48,3312960,N,M
PVT00COM191,Q1,FY19,Commercial,PVT Bank,Commercial Loan,15136000,3577600,30,5418000,N,M
NBFCIN0001959,Q1,FY21,Microfinance,NBFC,Microfinance Loan,6540,1620,51,42265,N,M
NBFCIN0001153V,Q1,FY19,Microfinance,NBFC,Microfinance Loan,14560,5292,39,44330,N,M
NBFCIN0001161,Q1,FY19,Microfinance,NBFC,Microfinance Loan,15150,5775,47,36733,N,F
NBFCIN0001995,Q1,FY19,Microfinance,NBFC,Microfinance Loan,15750,4950,51,32482,N,M
NBFCIN0001118,Q1,FY19,Microfinance,NBFC,Microfinance Loan,16160,5171,52,30576,Y,F
NBFCIN0002028,Q1,FY19,Microfinance,NBFC,Microfinance Loan,17440,5766,42,45650,N,M
NBFCIN0001029,Q1,FY21,Microfinance,NBFC,Microfinance Loan,18530,5225,36,38556,N,M
NBFCIN0001910,Q1,FY20,Microfinance,NBFC,Microfinance Loan,17510,5275,33,49862,Y,M
NBFCIN000547,Q1,FY20,Microfinance,NBFC,Microfinance Loan,19800,5670,61,35420,Y,F
NBFCIN000663,Q1,FY21,Microfinance,NBFC,Microfinance Loan,22890,5938,57,49541,N,M
NBFCIN0001235,Q1,FY20,Microfinance,NBFC,Microfinance Loan,23230,8694,31,35207,N,M
NBFCIN00010535,Q1,FY21,Microfinance,NBFC,Microfinance Loan,25440,8140,30,27948,N,M
NBFCIN000317,Q1,FY19,Microfinance,NBFC,Microfinance Loan,25920,7488,33,47401,N,M
NBFCIN000610,Q1,FY21,Microfinance,NBFC,Microfinance Loan,24240,9679,32,30135,N,M
NBFCIN0002156,Q1,FY19,Microfinance,NBFC,Microfinance Loan,26750,8800,42,56816,N,M
NBFCIN000666,Q1,FY19,Microfinance,NBFC,Microfinance Loan,25250,8662,31,46830,N,M
NBFCIN000710,Q1,FY20,Microfinance,NBFC,Microfinance Loan,27500,6875,52,46488,N,M
NBFCIN0001208,Q1,FY19,Microfinance,NBFC,Microfinance Loan,26260,9094,34,24232,Y,F
NBFCIN000744,Q1,FY19,Microfinance,NBFC,Microfinance Loan,26260,9812,48,26244,Y,F
NBFCIN0001253,Q1,FY20,Microfinance,NBFC,Microfinance Loan,29430,9088,48,25853,N,M
NBFCIN0002169,Q1,FY19,Microfinance,NBFC,Microfinance Loan,27270,8019,28,40905,N,F
NBFCIN0001052,Q1,FY21,Microfinance,NBFC,Microfinance Loan,30240,8153,27,38054,Y,M
NBFCIN0001237,Q1,FY19,Microfinance,NBFC,Microfinance Loan,30520,8075,26,35748,N,M
NBFCIN0001275,Q1,FY19,Microfinance,NBFC,Microfinance Loan,28560,9710,36,30470,Y,M
NBFCIN000523,Q1,FY21,Microfinance,NBFC,Microfinance Loan,30520,9676,61,36764,N,M
NBFCIN0001185Y,Q1,FY21,Microfinance,NBFC,Microfinance Loan,33790,9027,24,34680,Y,M
NBFCIN0001222U,Q1,FY21,Microfinance,NBFC,Microfinance Loan,31930,10416,43,43672,Y,M
NBFCIN000793,Q1,FY20,Microfinance,NBFC,Microfinance Loan,37400,12729,34,25830,N,M
NBFCIN000833,Q1,FY20,Microfinance,NBFC,Microfinance Loan,37060,9914,46,42824,Y,M
NBFCIN0001422,Q1,FY21,Microfinance,NBFC,Microfinance Loan,37800,11941,30,51775,N,M
NBFCIN0002212,Q1,FY21,Microfinance,NBFC,Microfinance Loan,38160,11383,34,39690,N,M
NBFCIN000814,Q1,FY21,Microfinance,NBFC,Microfinance Loan,37440,13219,51,27195,N,F
NBFCIN000141,Q1,FY19,Microfinance,NBFC,Microfinance Loan,37370,14518,46,44388,N,M
NBFCIN000145,Q1,FY20,Microfinance,NBFC,Microfinance Loan,39520,12540,55,42000,Y,M
NBFCIN0001295,Q1,FY20,Microfinance,NBFC,Microfinance Loan,42120,14586,50,43055,N,F
NBFCIN00056,Q1,FY19,Microfinance,NBFC,Microfinance Loan,42420,13104,44,20291,N,M
NBFCIN0001607,Q1,FY19,Microfinance,NBFC,Microfinance Loan,46010,11825,33,31828,N,M
NBFCIN0001687,Q1,FY21,Microfinance,NBFC,Microfinance Loan,45320,14594,43,41910,N,M
NBFCIN000875,Q1,FY19,Microfinance,NBFC,Microfinance Loan,46920,18551,51,466306,Y,F
NBFCIN00086,Q1,FY20,Microfinance,NBFC,Microfinance Loan,49440,19008,47,398507,Y,F
NBFCIN000890,Q1,FY21,Microfinance,NBFC,Microfinance Loan,49980,14817,42,409938,Y,F
NBFCIN0001488,Q1,FY21,Microfinance,NBFC,Microfinance Loan,51500,17655,22,442445,N,F
NBFCIN0002294,Q1,FY20,Microfinance,NBFC,Microfinance Loan,52000,16830,47,389974,N,M
NBFCIN0002322,Q1,FY19,Microfinance,NBFC,Microfinance Loan,53000,12625,30,380432,N,M
NBFCIN0002339,Q1,FY21,Microfinance,NBFC,Microfinance Loan,53040,17136,39,448330,N,M
NBFCIN0002257,Q1,FY21,Microfinance,NBFC,Microfinance Loan,55120,19270,32,476043,N,M
NBFCIN000911,Q1,FY20,Microfinance,NBFC,Microfinance Loan,54590,17129,41,400180,N,M
NBFCIN0002423,Q1,FY20,Microfinance,NBFC,Microfinance Loan,58320,19467,41,398196,N,F
NBFCIN0001689,Q1,FY21,Microfinance,NBFC,Microfinance Loan,60500,16038,32,436988,Y,M
NBFCIN000171,Q1,FY20,Microfinance,NBFC,Microfinance Loan,56560,15876,57,448753,N,F
NBFCIN000160,Q1,FY20,Microfinance,NBFC,Microfinance Loan,58140,19152,52,453468,N,M
NBFCIN000444,Q1,FY20,Microfinance,NBFC,Microfinance Loan,90100,22763,44,396221,Y,F
NBFCIN0001834,Q1,FY19,Microfinance,NBFC,Microfinance Loan,103000,37440,52,429896,Y,M
NBFCIN000409,Q1,FY20,Microfinance,NBFC,Microfinance Loan,113400,38955,40,425150,Y,M
NBFCIN0001849,Q1,FY19,Microfinance,NBFC,Microfinance Loan,113420,38199,48,396962,N,F
NBFCIN000267,Q1,FY19,Microfinance,NBFC,Microfinance Loan,128700,40154,37,485676,Y,M
NBFCIN0002431,Q1,FY19,Microfinance,NBFC,Microfinance Loan,119180,32450,37,407040,N,M
NBFCIN000477,Q1,FY19,Microfinance,NBFC,Microfinance Loan,132300,41995,47,455947,N,M
NBFCIN0001869,Q1,FY20,Microfinance,NBFC,Microfinance Loan,129540,33350,47,409077,N,F
PVT00MICROV1627,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,6360,2527,25,451878,N,M
PVT00MICROV169,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,6420,2244,42,437951,Y,M
PVT00MICROV531,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,6360,2631,56,455544,N,M
PVT00MICROV1230,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,7560,3850,37,433620,Y,M
PVT00MICROV751,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,7280,2671,43,454190,N,M
PVT00MICROV136,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,12360,4488,45,419124,N,F
PVT00MICROV1845,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,14560,6406,39,406980,N,F
PVT00MICROV210,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,15260,4855,40,434388,Y,M
PVT00MICROV1628,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,15150,6519,21,456390,N,M
PVT00MICROV177,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,16350,7684,54,472297,Y,M
PVT00MICROV1707,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,17280,8371,40,412565,N,M
PVT00MICROV341,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,16480,7216,35,403104,N,M
PVT00MICROV608,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,17120,7344,38,407456,N,M
PVT00MICROV818,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,16640,5702,28,418740,N,M
PVT00MICROV1578,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,17170,7041,43,458816,N,M
PVT00MICROV2187,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,18190,6300,37,439005,N,F
PVT00MICROV1799,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,18360,6998,28,459886,N,F
PVT00MICROV306,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,18900,7920,29,433194,N,M
PVT00MICROV923,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,21200,8692,36,451005,N,M
PVT00MICROV1404,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,25200,11877,33,431210,N,M
PVT00MICROV42,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,26160,11731,46,453440,Y,F
PVT00MICROV461,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,26250,12925,45,413920,Y,M
PVT00MICROV641,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,25250,9180,31,413964,Y,M
PVT00MICROV1150,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,28600,13260,34,414834,N,M
PVT00MICROV1341,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,27820,13353,29,372780,Y,M
PVT00MICROV1501,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,27300,13650,43,410867,N,M
PVT00MICROV2427,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,26520,10748,37,428370,Y,F
PVT00MICROV148,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,29430,11183,58,451914,N,M
PVT00MICROV1153,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,28560,12689,28,397635,Y,M
PVT00MICROV1064,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,30300,12099,35,456390,Y,M
PVT00MICROV2142,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,32100,14256,31,482830,N,M
PVT00MICROV2191,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,33480,14396,44,419628,Y,M
PVT00MICROV1241,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,33600,12646,34,409372,N,M
PVT00MICROV1213,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,36380,14188,49,389436,Y,M
PVT00MICROV2260,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,36360,12441,59,228960,N,M
PVT00MICROV1195,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,39220,14511,54,336330,N,M
PVT00MICROV1503,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,38480,14252,31,362970,N,M
PVT00MICROV1930,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,37740,17149,38,224220,Y,M
PVT00MICROV1003,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,45320,20394,46,183040,N,F
PVT00MICROV1875,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,45450,15696,53,588600,Y,M
PVT00MICROV2246,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,51230,20304,34,609120,Y,M
PVT00MICROV356,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,54600,20202,30,661440,Y,M
PVT00MICROV2363,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,58850,23886,56,226600,N,F
PVT00MICROV684,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,58240,25765,30,705600,N,M
IC00488AUL17834,Q1,FY21,Retail,PVT Bank,Auto Loans,238739,241103,31,515299,N,F
IC00411AUL46444,Q1,FY20,Retail,PVT Bank,Auto Loans,368176,371617,46,2601320,N,M
PSUNAUTO0LOA47172,Q1,FY21,Retail,PSU Bank,Auto Loans,177997,81127,29,685860,N,M
PVTN88CCL12391,Q1,FY21,Retail,PVT Bank,Credit Card,7752,3714,59,654947,N,M
NBFCINCC300011898,Q1,FY21,Retail,NBFC,Credit Card,10296,4573,44,433650,Y,M
NBFCINCC300AA8466,Q1,FY19,Retail,NBFC,Credit Card,15696,6903,26,357945,N,M
NBFCINCC300010590,Q1,FY21,Retail,NBFC,Credit Card,17115,9682,26,390936,N,M
NBFCINCC300010122,Q1,FY20,Retail,NBFC,Credit Card,19474,9555,60,348861,N,F
PVTN34CCL9962,Q1,FY21,Retail,PVT Bank,Credit Card,20280,8468,53,452296,N,M
NBFCINCC300011296,Q1,FY20,Retail,NBFC,Credit Card,19998,10381,33,321464,N,M
PVTN83CCL11978,Q1,FY19,Retail,PVT Bank,Credit Card,22464,7708,42,377352,N,M
PVTN48CCL5452,Q1,FY21,Retail,PVT Bank,Credit Card,23328,6981,25,398198,N,F
PVTN68CCL9162,Q1,FY19,Retail,PVT Bank,Credit Card,23100,9743,30,461368,N,M
PVTN55CCL4844,Q1,FY20,Retail,PVT Bank,Credit Card,24341,9979,44,729319,N,F
PVTN88CCL466,Q1,FY19,Retail,PVT Bank,Credit Card,26269,9680,44,342468,N,M
NBFCINCC30007018,Q1,FY21,Retail,NBFC,Credit Card,24442,10754,50,459160,N,M
NBFCINCC30002218,Q1,FY19,Retail,NBFC,Credit Card,25758,16900,31,616665,N,F
NBFCINCC30006817,Q1,FY20,Retail,NBFC,Credit Card,25048,15137,32,397334,Y,M
NBFCINCC300010852,Q1,FY19,Retail,NBFC,Credit Card,25750,10200,27,525200,N,M
NBFCINCC30008466,Q1,FY20,Retail,NBFC,Credit Card,25553,17596,38,412206,N,M
PVTN18CCL7636,Q1,FY20,Retail,PVT Bank,Credit Card,26728,14535,46,498312,Y,M
NBFCINCC30001820,Q1,FY21,Retail,NBFC,Credit Card,27768,14831,27,626178,N,M
NBFCINCC30002102,Q1,FY20,Retail,NBFC,Credit Card,28832,15841,43,407472,Y,M
NBFCINCC30005174,Q1,FY19,Retail,NBFC,Credit Card,33027,18055,55,257449,N,M
PVTN49CCL8013,Q1,FY19,Retail,PVT Bank,Credit Card,33330,12665,37,194892,N,M
PSUN99CC2282,Q1,FY19,Retail,PSU Bank,Credit Card,33136,17534,27,434214,N,F
PVTN24CCL6381,Q1,FY21,Retail,PVT Bank,Credit Card,33354,18704,36,447552,N,M
PVTN80CCL9160,Q1,FY19,Retail,PVT Bank,Credit Card,36188,11473,36,449389,N,M
PVTN61CCL2406,Q1,FY19,Retail,PVT Bank,Credit Card,34965,14252,31,449106,N,F
NBFCINCC30001600,Q1,FY21,Retail,NBFC,Credit Card,35805,15689,45,396106,Y,M
PVTN73CCL8638,Q1,FY19,Retail,PVT Bank,Credit Card,38010,16883,39,399049,N,M
PVTN36CCL4299,Q1,FY19,Retail,PVT Bank,Credit Card,37332,19947,31,265608,Y,M
PVTN52CCL5125,Q1,FY21,Retail,PVT Bank,Credit Card,38760,22572,41,591658,N,M
PVTN30CCL5687,Q1,FY20,Retail,PVT Bank,Credit Card,40602,22994,39,610996,N,M
PVTN88CCL7829,Q1,FY19,Retail,PVT Bank,Credit Card,44064,25385,55,642562,N,M
PVTN27CCL7994,Q1,FY19,Retail,PVT Bank,Credit Card,46973,15935,45,676944,N,M
NBFCIN060TWL23A,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,77380,43741,30,1707342,N,M
NBFCIN060TWL4,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,84460,55022,31,1659021,N,M
NBFCIN060TWL58,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,11660,7913,30,934645,N,M
NBFCIN060TWL72,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,65400,39780,26,1367294,Y,F
NBFCIN379TWL2094,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,140760,77418,38,1140772,Y,F
NBFCIN322TWL12069,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,65720,41912,48,1002705,Y,M
NBFCIN258TWL1893,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,66660,40392,35,1056732,N,M
NBFCIN432TWL6905,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,46200,27376,59,1023876,Y,M
NBFCIN173TWL4393,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,61800,35226,29,1839060,Y,M
NBFCIN202TWL7503,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,66960,37311,46,1339974,Y,M
NBFCIN295TWL10523,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,81620,49772,44,1058616,Y,M
IC0700TWL25,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,112360,73034,29,748755,N,F
IC0700TWL97,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,64800,43260,31,1075360,N,M
PVTN382TWL1906,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,91670,50418,42,880635,Y,M
PVTN179TWL5807,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,75260,46774,53,1172808,Y,F
PVTN220TWL10132,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,78840,52384,50,831050,Y,M
PVTN345TWL902,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,56100,32290,51,255025,N,M
PVTN153TWL3086,Q1,FY20,Retail,PVT Bank,Two-Wheeler Loan,39220,12043,55,454440,N,M
PVTN261TWL9068,Q1,FY19,Retail,PVT Bank,Two-Wheeler Loan,57240,17251,31,724390,Y,M
PVTN405TWL9690,Q1,FY19,Retail,PVT Bank,Two-Wheeler Loan,49220,16422,30,703593,Y,F
NBFCIN000COML425,Q2,FY21,Commercial,NBFC,Commercial Loan,13051500,4034100,36,4760831,N,F
NBFCIN000COML584,Q2,FY21,Commercial,NBFC,Commercial Loan,188115900,93162160,33,72558990,N,M
NBFCIN000COML866,Q2,FY21,Commercial,NBFC,Commercial Loan,9810300,3331800,52,7218900,N,M
PVT00COM179,Q2,FY20,Commercial,PVT Bank,Commercial Loan,9588600,3287520,44,7533900,N,M
NBFCIN0001896,Q2,FY20,Microfinance,NBFC,Microfinance Loan,6120,2375,54,42333,N,M
NBFCIN0002023,Q2,FY19,Microfinance,NBFC,Microfinance Loan,6180,2375,59,59623,N,M
NBFCIN0001941U,Q2,FY21,Microfinance,NBFC,Microfinance Loan,14420,3640,33,41472,N,M
NBFCIN0001939,Q2,FY20,Microfinance,NBFC,Microfinance Loan,16050,4134,52,43164,N,M
NBFCIN0001148,Q2,FY21,Microfinance,NBFC,Microfinance Loan,16320,6336,61,24675,Y,F
NBFCIN0001974,Q2,FY19,Microfinance,NBFC,Microfinance Loan,16480,4569,59,24198,N,M
NBFCIN0002040,Q2,FY19,Microfinance,NBFC,Microfinance Loan,17120,6048,54,24840,N,M
NBFCIN0001015,Q2,FY20,Microfinance,NBFC,Microfinance Loan,17680,6366,61,30660,N,F
NBFCIN0001172,Q2,FY21,Microfinance,NBFC,Microfinance Loan,26400,6998,43,25787,Y,F
NBFCIN0002111,Q2,FY19,Microfinance,NBFC,Microfinance Loan,25750,6875,35,43709,Y,M
NBFCIN000546,Q2,FY19,Microfinance,NBFC,Microfinance Loan,26000,7210,30,31290,Y,M
NBFCIN000706,Q2,FY20,Microfinance,NBFC,Microfinance Loan,26250,8720,31,41412,N,F
NBFCIN0002161,Q2,FY21,Microfinance,NBFC,Microfinance Loan,27820,7436,42,26950,N,M
NBFCIN0002184,Q2,FY21,Microfinance,NBFC,Microfinance Loan,26520,6890,47,38160,N,M
NBFCIN0001041,Q2,FY19,Microfinance,NBFC,Microfinance Loan,27270,9504,39,24416,Y,F
NBFCIN0001216,Q2,FY19,Microfinance,NBFC,Microfinance Loan,29430,9455,53,21708,N,M
NBFCIN00068,Q2,FY20,Microfinance,NBFC,Microfinance Loan,27270,7862,52,43228,N,F
NBFCIN0001445,Q2,FY20,Microfinance,NBFC,Microfinance Loan,36040,12729,59,25654,N,M
NBFCIN0002207,Q2,FY19,Microfinance,NBFC,Microfinance Loan,34340,10057,28,15808,Y,F
NBFCIN0001059,Q2,FY20,Microfinance,NBFC,Microfinance Loan,38880,12117,30,58401,Y,M
NBFCIN0001292,Q2,FY21,Microfinance,NBFC,Microfinance Loan,38520,10857,54,37801,N,F
NBFCIN0002203,Q2,FY19,Microfinance,NBFC,Microfinance Loan,39600,13230,52,45430,N,M
NBFCIN0002248,Q2,FY21,Microfinance,NBFC,Microfinance Loan,36360,9547,41,32436,N,M
NBFCIN000227,Q2,FY19,Microfinance,NBFC,Microfinance Loan,42840,16317,24,39066,Y,M
NBFCIN0002262,Q2,FY19,Microfinance,NBFC,Microfinance Loan,48300,16422,44,27359,N,F
NBFCIN0001452,Q2,FY20,Microfinance,NBFC,Microfinance Loan,51360,15513,43,427680,N,M
NBFCIN00090,Q2,FY19,Microfinance,NBFC,Microfinance Loan,51840,13737,34,427686,Y,M
NBFCIN0001581,Q2,FY21,Microfinance,NBFC,Microfinance Loan,50470,15493,55,366690,Y,F
NBFCIN0002355,Q2,FY21,Microfinance,NBFC,Microfinance Loan,52430,13230,27,401172,Y,F
NBFCIN0001469,Q2,FY20,Microfinance,NBFC,Microfinance Loan,54000,20350,38,443186,N,F
NBFCIN0002285,Q2,FY19,Microfinance,NBFC,Microfinance Loan,55080,18513,37,411598,Y,F
NBFCIN000232,Q2,FY20,Microfinance,NBFC,Microfinance Loan,57200,14060,31,428544,N,F
NBFCIN0002281,Q2,FY20,Microfinance,NBFC,Microfinance Loan,57780,17242,54,409160,Y,M
NBFCIN0001556,Q2,FY21,Microfinance,NBFC,Microfinance Loan,60500,18694,53,427788,N,M
NBFCIN0002399,Q2,FY21,Microfinance,NBFC,Microfinance Loan,61800,19620,43,429787,N,M
NBFCIN00098,Q2,FY20,Microfinance,NBFC,Microfinance Loan,63600,21216,57,425250,Y,M
NBFCIN0001103,Q2,FY21,Microfinance,NBFC,Microfinance Loan,78110,21681,55,448800,N,M
NBFCIN000505U,Q2,FY21,Microfinance,NBFC,Microfinance Loan,79570,21089,35,412590,N,F
NBFCIN000978,Q2,FY20,Microfinance,NBFC,Microfinance Loan,79790,21969,39,408314,N,M
NBFCIN0001858,Q2,FY20,Microfinance,NBFC,Microfinance Loan,83640,24337,37,444808,N,M
NBFCIN0001780,Q2,FY21,Microfinance,NBFC,Microfinance Loan,90100,27140,30,398243,N,M
NBFCIN0001864,Q2,FY19,Microfinance,NBFC,Microfinance Loan,91350,33155,45,373984,N,M
NBFCIN000295,Q2,FY19,Microfinance,NBFC,Microfinance Loan,97970,35618,44,432324,Y,F
NBFCIN0001738,Q2,FY20,Microfinance,NBFC,Microfinance Loan,104860,33633,32,468446,N,F
NBFCIN0001844,Q2,FY20,Microfinance,NBFC,Microfinance Loan,103020,35904,27,421785,N,M
NBFCIN0001823,Q2,FY20,Microfinance,NBFC,Microfinance Loan,106090,39655,42,388908,N,F
NBFCIN0001863,Q2,FY21,Microfinance,NBFC,Microfinance Loan,112350,32760,32,403512,N,F
NBFCIN000306,Q2,FY21,Microfinance,NBFC,Microfinance Loan,118320,34428,26,439425,N,M
NBFCIN000437,Q2,FY19,Microfinance,NBFC,Microfinance Loan,164160,47606,61,420189,Y,M
PVT00MICROV2020,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,4360,1442,38,477252,N,M
PVT00MICROV2063,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,7630,2872,43,451243,Y,F
PVT00MICROV2118,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,12120,4651,29,397271,Y,M
PVT00MICROV315,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,13260,5098,27,419440,N,M
PVT00MICROV2041,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,14280,4928,53,436428,Y,F
PVT00MICROV2457,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,15400,5443,39,412721,N,M
PVT00MICROV876,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,14560,5082,30,343501,N,M
PVT00MICROV1143,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,16350,6708,58,399520,Y,F
PVT00MICROV1555,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,15750,5088,38,395230,N,M
PVT00MICROV1586,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,15600,5670,42,412238,N,F
PVT00MICROV1915,Q2,FY19,Microfinance,PVT Bank,Microfinance Loan,15900,5088,57,414720,N,F
PVT00MICROV1786,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,17440,7462,27,390466,N,M
PVT00MICROV2374,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,16960,8160,36,420000,N,M
